alertgroup,1689733,1,8,0,0.359082
alertgroup,1689230,22,47,0,2.374615
alertgroup,1689733,1,8,,0.372197
alertgroup,1689733,1,8,,0.390877
alertgroup,1689733,1,8,,0.361651
alertgroup,1689733,1,8,,0.371606
alertgroup,1689632,1,34,,0.152711
alertgroup,1689733,1,8,,0.370703
alertgroup,1689733,1,8,,0.741727
alertgroup,1689431,2,18,,0.299981
alertgroup,1689129,2,3,,0.179467
alertgroup,1688826,1,3,,0.091514
alertgroup,1688523,1,8,,0.103711
alertgroup,1688222,1,2,,0.126842
alertgroup,1687920,100,6,,8.572938
alertgroup,1689733,1,8,,0.402
alertgroup,1689733,1,8,,0.389224
alertgroup,1689733,1,3,,0.644497
alertgroup,1689733,1,3,,0.357812
alertgroup,1689733,1,3,,0.901747
alertgroup,1689733,1,3,,0.945475
alertgroup,1689733,1,3,,0.923499
alertgroup,1689733,1,3,,0.921762
alertgroup,1689733,1,3,,0.672983
alertgroup,1689733,1,3,,0.869351
alertgroup,1689733,1,3,,0.626909
alertgroup,1689733,1,3,,0.909005
alertgroup,1689733,1,3,,0.643662
alertgroup,1689733,1,3,,0.955356
alertgroup,1689733,1,3,,0.835074
alertgroup,1689733,1,3,,0.651373
alertgroup,1689733,1,3,,0.886102
alertgroup,1689733,1,3,,0.607095
alertgroup,1689733,1,3,,0.897958
alertgroup,1689733,1,3,,0.601679
alertgroup,1689733,1,3,,0.835223
alertgroup,1689733,1,3,,0.856101
